orbital_period,transit_duration,planet_radius,transit_depth,stellar_radius,stellar_temp,label
12.71672,2.529,2.7546,388.126,1.27,5711.1,apc
4.1269046,4.405,17.0952,10831.0,1.59,6888.0,cp
5.5402372,7.713,17.4013,2710.0,3.39,6415.0,pc
5.2958813,2.882,13.3622,5100.0,1.93,5958.7,apc
4.4350025,2.252,9.91393,2085.0,1.87,9706.0,false_positive
1.4287976,2.93,9.00484,1768.0,1.65,9224.0,false_positive
2.1702725,2.1417853,15.2590586,5156.7735359,1.8527499,9218.0,pc
0.33759,1.351,2.96097,529.0,1.37,7387.0,false_positive
1.67346,2.54,5.10182,390.0,2.45,10445.0,false_positive
2.5152549,2.386,13.4294,1870.0,2.11,5915.0,false_positive
0.4628844,0.5588219,1.3543237,4489.9119215,0.188624,3043.0,cp
0.70902,2.49,5.18865,570.0,2.36,8999.0,false_positive
2.237462,2.991,10.2256,4281.0,1.66,7050.0,pc
1.9173816,1.466,17.5081,664.0,7.39,8129.0,pc
9.6926509,2.819,13.5133,1393.0,3.51,6012.0,false_positive
1.7753644,2.034,9.49405,878.0,3.23,9598.0,pc
1.8286961,3.37,21.4433,7283.0,1.23,6046.3,false_positive
14.8626982,3.3250502,26.5090911,8264.2193919,1.73364,5705.0,false_positive
2.0881134,2.307,5.41738,730.0,1.7,6255.8,false_positive
1.25562,2.304,2.95064,290.0,1.72,5717.0,false_positive
7.6047417,5.23,6.14418,1200.0,1.8,9139.0,false_positive
4.8173797,1.323,1.71137,1800.0,0.69,4651.0,fa
5.2651271,2.463,11.2446,3450.0,1.7,8728.0,false_positive
5.0095595,3.353,36.2553,8700.0,1.75,6527.0,apc
6.1600888,1.67,8.22262,1120.0,1.55,5772.0,false_positive
